survey,cy_var,country_var,cc_origin,cc_dict,cc_match,year,year_var,year_dict,wt,archive,surv_program,file_id,subfile,data_link,cb_link,read_ascii_args,link,citation
caucasusb2008,,country,,,,,cbyear,,,misc,cb,cb2008,,https://caucasusbarometer.org/downloads/CB2008_Regional_only_responses_22072015.dta,https://caucasusbarometer.org/downloads/CB2009_EN_Questionnaire.pdf,,,
caucasusb2009,,country,,,,,cbyear,,,misc,cb,cb2009,,https://caucasusbarometer.org/downloads/CB2009_Regional_only_responses_18012011.dta,https://caucasusbarometer.org/downloads/CB2009_EN_Questionnaire.pdf,,,
caucasusb2010,,country,,,,2010,,,,misc,cb,cb2010,,https://caucasusbarometer.org/downloads/CB2010_Regional_only_responses_21032011.dta,https://caucasusbarometer.org/downloads/CB2010_EN_Questionnaire.pdf,,,
caucasusb2011,,country,,,,2011,,,,misc,cb,cb2011,,https://caucasusbarometer.org/downloads/CB2011_Regional_only_responses_1202012.dta,https://caucasusbarometer.org/downloads/CB2011_EN_Questionnaire.pdf,,,
caucasusb2012,,country,,,,,cbyear,,,misc,cb,cb2012,,https://caucasusbarometer.org/downloads/CB2012_Regional_only_responses_01032013.dta,https://caucasusbarometer.org/downloads/CB2012_EN_Questionnaire.pdf,,,
caucasusb2013,,country,,,,2013,,,,misc,cb,cb2013,,https://caucasusbarometer.org/downloads/CB2013_Regional_only_responses_07032014.dta,https://caucasusbarometer.org/downloads/CB2013_EN_Questionnaire.pdf,,,
caucasusb2015,,country,,,,,cbyear,,,misc,cb,cb2015,,https://caucasusbarometer.org/downloads/CB_2015_Regional_Only_Responses_140416.dta,https://caucasusbarometer.org/downloads/CB2015_EN_Questionnaire.pdf,,,
caucasusb2017,,country,,,,,cbyear,,,misc,cb,cb2017,,https://caucasusbarometer.org/downloads/CB_2017_Regional_Only_Responses_20.11.18.dta,https://caucasusbarometer.org/downloads/CB2017%20questionnaire%20ENG%20v06%2026102017.pdf,,,
caucasusb2019,,country,,,,,cbyear,,,misc,cb,cb2019,,https://caucasusbarometer.org/downloads/cb2019/CB_2019_Regional_25.06.2020.dta,https://caucasusbarometer.org/downloads/cb2019/CB2019_questionnaire_ENG_Regional_PUBLIC.pdf,,,
caucasusb2020,,Georgia,,,,2020,,,,misc,cb,cb2020,,https://caucasusbarometer.org/downloads/CB2020_Georgia_response_13.01.2021.dta,https://caucasusbarometer.org/downloads/CB2020_Questionnaire_Georgia_EN_Public.pdf,,,
caucasusb2021,,country,,,,2021,,,,misc,cb,cb2021,,https://caucasusbarometer.org/downloads/cb2021/CB_2022_Regional_24.06.2022.dta,https://caucasusbarometer.org/downloads/cb2021/CB2021%20questionnaire_FINAL_June24_2022.pdf,,,
cbsnyt197710,,United States,,,,1977,,,weight,roper,cbsnyt,USCBSNYT1977-OCT,,,,"list(file = file_path, var_names = c(""q28b"", ""weight""), var_cards = c(1, 3), var_positions = c(73, 49), var_widths = c(1, 6), total_cards = 3)",,
cbsnyt197911,,United States,,,,1979,,,weight,roper,cbsnyt,USCBSNYT1979-NOV,,,,"list(file = file_path, var_names = c(""q41"", ""weight""), var_positions = c(154, 1), var_widths = c(1, 6))",,
cbsnyt198008,,United States,,,,1980,,,weight,roper,cbsnyt,USCBSNYT1980-AUG,,,,"list(file = file_path, var_names = c(""v81"", ""weight""), var_positions = c(96, 124), var_widths = c(1, 6))",,
cbsnyt198104,,United States,,,,1981,,,weight,roper,cbsnyt,31091171,,,,,,
cbsnyt198105,,United States,,,,1981,,,weight,roper,cbsnyt,USCBSNYT1981-APRIL,,,,,,
cbsnyt198106,,United States,,,,1981,,,weight,roper,cbsnyt,USCBSNYT1981-JUNESOCSEC,,,,"list(file = file_path, var_names = c(""q25"", ""weight""), var_cards = c(1, 3), var_positions = c(63, 49), var_widths = c(1, 6), total_cards = 3)",,
cbsnyt198501,,United States,,,,1985,,,weight,roper,cbsnyt,USCBSNYT1985-JAN,,,,"list(file = file_path, var_names = c(""q42"", ""weight""), var_cards = c(2, 3), var_positions = c(19, 49), var_widths = c(1, 6), total_cards = 3)",,
cbsnyt198511,,United States,,,,1985,,,weight,roper,cbsnyt,USCBSNYT1985-NOVREL,,,,"list(file = file_path, var_names = c(""q9"", ""weight""), var_cards = c(1, 3), var_positions = c(37, 49), var_widths = c(1, 6), total_cards = 3)",,
cbsnyt198606,,United States,,,,1986,,,weight,roper,cbsnyt,USCBSNYT1986-JUNE,,,,"list(file = file_path, var_names = c(""q14"", ""weight""), var_cards = c(1, 3), var_positions = c(51, 49), var_widths = c(1, 6), total_cards = 3)",,
cbsnyt198705,,United States,,,,1987,,,weight,roper,cbsnyt,USCBSNYT1987-CONST,,,,"list(file = file_path, var_names = c(""q21"", ""weight""), var_cards = c(1, 3), var_positions = c(64, 49), var_widths = c(1, 6), total_cards = 3)",,
cbsnyt198708,,United States,,,,1987,,,weight,roper,cbsnyt,USCBSNYT1987-CATHOLIC,,,,"list(file = file_path, var_names = c(""q14"", ""weight""), var_cards = c(1, 3), var_positions = c(46, 49), var_widths = c(1, 6), total_cards = 3)",,
cbsnyt198807,,United States,,,,1988,,,weight,roper,cbsnyt,USCBSNYT1988-8807,,,,"list(file = file_path, var_names = c(""q31"", ""weight""), var_cards = c(2, 3), var_positions = c(14, 49), var_widths = c(1, 6), total_cards = 3)",,
cbsnyt198810,,United States,,,,1988,,,weight,roper,cbsnyt,USCBSNYT1988-8810-B,,,,"list(file = file_path, var_names = c(""q20"", ""weight""), var_cards = c(1, 3), var_positions = c(56, 49), var_widths = c(1, 6), total_cards = 3)",,
cbsnyt198901,,United States,,,,1989,,,weight,roper,cbsnyt,USCBSNYT1989-JAN,,,,"list(file = file_path, var_names = c(""q22"",  ""q47"", ""weight""), var_cards = c(1, 2, 3), var_positions = c(69, 26, 49), var_widths = c(1, 1, 6), total_cards = 3)",,
cbsnyt198905,,United States,,,,1989,,,weight,roper,cbsnyt,USCBSNYT1989-APRIL,,,,"list(file = file_path, var_names = c(""q7"", ""q8"", ""q14a"", ""q14b"", ""q14c"", ""q14d"", ""weight""), var_cards = c(1, 1, 1, 1, 1, 1, 3), var_positions = c(40, 41, 49, 50, 51, 52, 49), var_widths = c(1, 1, 1, 1, 1, 1, 6), total_cards = 3)",,
cbsnyt198909,,United States,,,,1989,,,weight,roper,cbsnyt,USCBSNYT1989-SEP2,,,,"list(file = file_path, var_names = c(""q15"", ""q16"", ""q19a"", ""q19b"", ""q19c"", ""q19e"", ""q19g"", ""weight""), var_cards = c(1, 1, 1, 1, 1, 1, 1, 3), var_positions = c(54, 55, 58, 59, 60, 62, 64, 49), var_widths = c(1, 1, 1, 1, 1, 1, 1, 6), total_cards = 3)",,
cbsnyt199302,,United States,,,,1993,,,weight,roper,cbsnyt,USCBSNYT1993-FEB93A,,,,"list(file = file_path, var_names = c(""q45"", ""q46"", ""weight""), var_cards = c(2, 2, 3), var_positions = c(9, 10, 49), var_widths = c(1, 1, 6), total_cards = 3)",,
cbsnyt199306,,United States,,,,1993,,,weight,roper,cbsnyt,31091619,,,,,,
cbsnyt199801,,United States,,,,1998,,,weight,roper,cbsnyt,USCBSNYT1998-98001A,,,,,,
cceb2001_10,,country,,,,2001,,,weight1,gesis,cceb,ZA3978,,,,,,
cceb2002,,country,,,,2002,,,weight1,gesis,cceb,ZA3979,,,,,,
cceb20023,,country,,,,2002,,,weight1,gesis,cceb,ZA4235,,,,,,"European Commission (2004). Candidate Countries Eurobarometer 2003.2. GESIS Data Archive, Cologne. ZA3983 Data file Version 1.0.0, https://doi.org/10.4232/1.3983."
cceb2003_11,,country,,,,2003,,,weight1,gesis,cceb,ZA3986,,,,,,
cceb20034,,country,,,,2003,,,weight1,gesis,cceb,ZA3986,,,,,,
cceb2003_5,,country,,,,2003,,,weight1,gesis,cceb,ZA3983,,,,,,
cceb20032,,country,,,,2003,,,weight1,gesis,cceb,ZA3983,,,,,,"European Commission (2004). Candidate Countries Eurobarometer 2003.2. GESIS Data Archive, Cologne. ZA3983 Data file Version 1.0.0, https://doi.org/10.4232/1.3983."
cceb2003_6,,country,,,,2003,,,weight1,gesis,cceb,ZA3984,,,,,,
cceb20033,,country,,,,2003,,,weight1,gesis,cceb,ZA3984,,,,,,
cceb20035,,country,,,,2003,,,weight1,gesis,cceb,ZA4240,,,,,,"European Commission (2016). Candidate Countries Eurobarometer 2003.5. GESIS Data Archive, Cologne. ZA4240 Data file Version 1.0.1, https://doi.org/10.4232/1.12467."
cceb2004,,country,,,,2004,,,weight1,gesis,cceb,ZA4246,,,,,,
cces2009,,United States,,,,2009,,,v200,dataverse,cces,cces2009,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=hdl:1902.1/20536,,,,"Ansolabehere, Stephen, 2013, ``CCES, Common Content, 2009"", https://doi.org/10.7910/DVN/KKM9UK, Harvard Dataverse, V1"
cces2012,,United States,,,,2012,,,v103,dataverse,cces,cces2012,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=hdl:1902.1/21447,,,,"Ansolabehere, Stephen; Schaffner, Brian, 2013, ``CCES Common Content, 2012"", https://doi.org/10.7910/DVN/HQEVPK, Harvard Dataverse, V9, UNF:5:Eg5SQysFZaPiXc8tEbmmRA== [fileUNF]"
cces2014,,United States,,,,2014,,,weight,dataverse,cces,cces2014,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XFXJVY,,,,"Schaffner, Brian; Ansolabehere, Stephen, 2015, ``CCES Common Content, 2014"", https://doi.org/10.7910/DVN/XFXJVY, Harvard Dataverse, V5, UNF:6:WvvlTX+E+iNraxwbaWNVdg== [fileUNF]"
cces2015,,United States,,,,2015,,,weight,dataverse,cces,cces2015,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SWMWX8,,,,"Ansolabehere, Stephen; Schaffner, Brian, 2017, ``CCES, Common Content, 2015"", https://doi.org/10.7910/DVN/SWMWX8, Harvard Dataverse, V2, UNF:6:yUjTLAT228U6nAr8l48SdA== [fileUNF]"
cces2016,,United States,,,,2016,,,commonweight,dataverse,cces,cces2016,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GDF6Z0,,,,"Ansolabehere, Stephen; Schaffner, Brian F., 2017, ``CCES Common Content, 2016"", https://doi.org/10.7910/DVN/GDF6Z0, Harvard Dataverse, V4, UNF:6:WhtR8dNtMzReHC295hA4cg== [fileUNF]"
cces2017,,United States,,,,2017,,,weights_common,dataverse,cces,cces2017,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/3STEZY,,,,"Schaffner, Brian; Stephen Ansolabhere, 2019, ``2017 CCES Common Content"", https://doi.org/10.7910/DVN/3STEZY, Harvard Dataverse, V2, UNF:6:cCXtPlhthT705N1/UHUQOg== [fileUNF]"
cces2018,,United States,,,,2018,,,,dataverse,cces,cces2018,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZSBZ7K,,,,"Brian Schaffner; Stephen Ansolabehere; Sam Luks, 2019, ``CCES Common Content, 2018"", https://doi.org/10.7910/DVN/ZSBZ7K, Harvard Dataverse, V6, UNF:6:hFVU8vQ/SLTMUXPgmUw3JQ== [fileUNF]"
cces2019,,United States,,,,2019,,,commonweight,dataverse,cces,cces2019,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WOT7O8,,,,"Ansolabehere, Stephen; Schaffner, Brian; Luks, Samantha, 2020, ``CCES Common Content, 2019"", https://doi.org/10.7910/DVN/WOT7O8, Harvard Dataverse, V1, UNF:6:34vNKfe/vAMemliFcOkbvw== [fileUNF]"
cces2020,,United States,,,,2020,,,commonweight,dataverse,cces,cces2020,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/E9N6PH,,,,"Schaffner, Brian; Ansolabehere, Stephen; Luks, Sam, 2021, ``Cooperative Election Study Common Content, 2020"", https://doi.org/10.7910/DVN/E9N6PH, Harvard Dataverse, V4, UNF:6:zWLoanzs2F3awt+875kWBg== [fileUNF]"
cces2021,,United States,,,,2021,,,commonweight,dataverse,cces,cces2021,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OPQOCU,,,,"Ansolabehere, Stephen; Schaffner, Brian, 2022, ``CES Common Content, 2021"", https://doi.org/10.7910/DVN/OPQOCU, Harvard Dataverse, V1, UNF:6:c5xSZQhUMd7E0YS31a+BzQ== [fileUNF]"
cdcee,,v3,,,"c(""East Germany""=""Germany"", ""West Germany""=""Germany"")",,v666,,wt <- t_data$v633; wt[!is.na(t_data$v634)] <- t_data$v634[!is.na(t_data$v634)]; wt[!is.na(t_data$v636)] <- t_data$v636[!is.na(t_data$v636)]; wt[!is.na(t_data$v637)] <- t_data$v637[!is.na(t_data$v637)]; wt[!is.na(t_data$v638)] <- t_data$v638[!is.na(t_data$v638)]; wt[!is.na(t_data$v639)] <- t_data$v639[!is.na(t_data$v639)]; wt[!is.na(t_data$v640)] <- t_data$v640[!is.na(t_data$v640)]; wt[is.na(wt)] <- 1,gesis,cdcee,ZA4054,,,,,,
cdem2022,,Canada,,,,2022,,,,misc,odesi,cdem2022,,,,,https://odesi.ca/en/details?id=/odesi/doi__10-5683_SP3_TEKM3T.xml,
ceeb1,,v3,,,,,v4,,v280,gesis,ceeb,ZA3648,,,,,,
cgeis2015,,Canada,,,,2015,,,wtvar1,misc,odesi,cgeis2015,,,,,,
cgss2003,,China,,,,2003,,,ppwt,misc,cgss,cgss2003_14,,,,,,
cgss2005,,China,,,,2005,,,weight05,misc,cgss,cgss2005_14,,,,,,
cgss2006,,China,,,,2006,,,weight,misc,cgss,cgss2006,,,,,,
cgss2006b,,China,,,,2006,,,,misc,cgss,cgss2006b,,,,,,
cgss2008,,China,,,,2008,,,,misc,cgss,cgss2008b_14,,,,,,
cgss2010,,China,,,,2010,,,weight,misc,cgss,cgss2010_14,,,,,,
cgss2011,,China,,,,2011,,,weight,misc,cgss,cgss2011_14,,,,,,
cgss2012,,China,,,,2012,,,weight,misc,cgss,cgss2012_14,,,,,,
cgss2013,,China,,,,2013,,,weight,misc,cgss,cgss2013_14,,,,,,
cgss2015,,China,,,,2015,,,weight,misc,cgss,cgss2015_14,,,,,,
cgss2017,,China,,,,2017,,,weight,misc,cgss,cgss2017,,,,,,
cgss2018,,China,,,,2018,,,weight,misc,cgss,cgss2018,,,,,,
cgss2021,,China,,,,2021,,,weight,misc,cgss,cgss2021,,http://www.cnsda.org/index.php?r=projects/download&id=656354229362,http://www.cnsda.org/index.php?r=projects/download&id=656354224809,,,
chcep199012,,Chile,,,,1990,,,weight,roper,chcep,CHCEP1990-151,,,,"list(file = file_path, var_names = c(""p21"", ""weight""),  var_positions = c(121, 175), var_widths = c(1, 9))",,
chcep199109,,Chile,,,,1991,,,pond,roper,chcep,CHCEP1991-1022,,,,,,"Centro de Estudios Públicos (CEP). CEP Poll: National Survey of Public Opinion No.19, September-October 1991, 1991 [Dataset]. Roper #31081942, Version 2. Adimark [producer]. Cornell University, Ithaca, NY: Roper Center for Public Opinion Research [distributor]. doi:10.25940/ROPER-31081942"
chcep199909,,Chile,,,,1999,,,weight,roper,chcep,CHCEP1999-1011,,,,"list(file = file_path, var_names = c(""p40"", ""weight""),  var_positions = c(232, 352), var_widths = c(1, 8))",,
chcep200604,,Chile,,,,2006,,,factor_m2,roper,chcep,CHCEP2006-0531,,,,,,
chcep200803,,Chile,,,,2008,,,pond,roper,chcep,CHCEP2008-0416,,,,,,
chcep200806,,Chile,,,,2008,,,fcorrecc,roper,chcep,CHCEP2008-0626,,,,,,
chcep201810,,Chile,,,,2018,,,ponderad,roper,chcep,31115706,,,,,,
cid_combo,,country,,,,,year,,w1,gesis,cid,ZA4492,,,,,,"Andersen, Jørgen Goul, Deth, Jan W. van, Geurts, Peter, Viegas, José Manuel Leite, Badescu, Gabriel, Selle, Per, Teorell, Jan, Iglic, Hajdeja, Montero, José Ramón, Westholm, Anders, & Armingeon, Klaus (2007). Citizenship, Involvement, Democracy. GESIS Data Archive, Cologne. ZA4492 Data file Version 1.0.0, https://doi.org/10.4232/1.4492."
cisbar198706,,Spain,,,,1987,,,,misc,cis,MD1695,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/1680_1699/1695/cues1695.pdf,,,
cisbar199005,,Spain,,,,1990,,,peso,misc,cis,MD1871,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/1860_1879/1871/cues1871.pdf,,,"Centro de Investigaciones Sociologicas. 1990. ``Barómetro de Mayo 1990."" Estudio 1871."
cisbar199112,,Spain,,,,1991,,,,misc,cis,MD1984,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/1980_1999/1984/cues1984.pdf,,,
cisbar199312,,Spain,,,,1993,,,,misc,cis,MD2076,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/2060_2079/2076/cues2076.pdf,,,
cisbar201211,,Spain,,,,2012,,,,misc,cis,MD2966,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/2960_2979/2966/cues2966.pdf,"list(file = file_path, var_names = ""p23"", var_positions = 72, var_widths = 1)",,
cisbar201704,,Spain,,,,2017,,,,misc,cis,MD3173,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/3160_3179/3175/cues3175.pdf,,,
cisbar201804,,Spain,,,,2018,,,,misc,cis,MD3210,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/3200_3219/3210/cues3210.pdf,,,
cisbar201912,,Spain,,,,2019,,,peso,misc,cis,MD3269,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/3260_3279/3269/cues3269.pdf,,,"Centro de Investigaciones Sociologicas. 2019. ``Barómetro de Diciembre 2019. Postelectoral Elecciones Generales 2019."" Estudio 3269."
cisbar202102,,Spain,,,,2021,,,peso,misc,cis,MD3309,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/3300_3319/3309/cues3309.pdf,,,
cisim1990,,Spain,,,,1990,,,,misc,cis,ECIS1882,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/1880_1899/1882/Ft1882.pdf,,,
cisim1991,,Spain,,,,1991,,,,misc,cis,ECIS1964,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/1960_1979/1964/Ft1964.pdf,,,
cisim1993,,Spain,,,,1993,,,,misc,cis,ECIS2051,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/2040_2059/2051/Ft2051.pdf,,,
cisim1995,,Spain,,,,1995,,,ponderacion,misc,cis,ECIS2131,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/2120_2139/2131/FT2131.pdf,,,
cisim1996,,Spain,,,,1996,,,ponderacion,misc,cis,ECIS2214,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/2200_2219/2214/FT2214.pdf,,,
cisim2008fall,,Spain,,,,2008,,,ponderacion,misc,cis,ECIS2773,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/2760_2779/2773/ft2773.pdf,,,
cisim2008winter,,Spain,,,,2009,,,ponderacion,misc,cis,ECIS2792,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/2780_2799/2792/Ft2792.pdf,,,
cisim2009,,Spain,,,,2009,,,ponderacion,misc,cis,ECIS2817,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/2800_2819/2817/ft2817.pdf,,,
cisim2010,,Spain,,,,2010,,,ponderacion,misc,cis,ECIS2846,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/2840_2859/2846/Ft2846.pdf,,,
cisim2011,,Spain,,,,2011,,,ponderacion,misc,cis,ECIS2918,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/2900_2919/2918/Ft2918.pdf,,,
cisim2012,,Spain,,,,2012,,,ponderacion,misc,cis,ECIS2967,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/2960_2979/2967/Ft2967.pdf,,,
cisim2014,,Spain,,,,2014,,,ponderacion,misc,cis,ECIS3019,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/3000_3019/3019/FT3019.pdf,,,
cisim2015,,Spain,,,,2015,,,ponderacion,misc,cis,ECIS3119,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/3100_3119/3119/Ft3119.pdf,,,
cisim2016,,Spain,,,,2016,,,ponderacion,misc,cis,ECIS3161,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/3160_3179/3161/Ft3161.pdf,,,
cisim2017,,Spain,,,,2017,,,ponderacion,misc,cis,ECIS3190,,,https://www.cis.es/cis/export/sites/default/-Archivos/Marginales/3180_3199/3190/FT3190.pdf,,,
cispol1989,,Spain,,,,1989,,,peso,misc,cis,MD1788,,,https://www.cis.es/documents/d/cis/Cues1788pdf,,,"Centro de Investigaciones Sociologicas. 1989. ``Cultura Política (II)."" Estudio 1788."
cmlic1980_val,,United States,,,,1980,,,weight,roper,cmlic,31094115,,,,"list(file = file_path, var_names = c(""iv21"", ""weight""), var_cards = c(4, 5), var_positions = c(62, 62), var_widths = c(1, 6), total_cards = 8)",,
cnes1984,,Canada,,,,1984,,,wtfactor,icpsr,cnes,ICPSR_08544,,,,"list(file = file_path, var_names = c(""var044"", ""var332"", ""var335"", ""var336"", ""var378"", ""var380"", ""var465"", ""wtfactor""), var_cards = c(1, 7, 7, 7, 8, 8, 9, 13), var_positions = c(51, 48, 51, 52, 32, 35, 59, 30), var_widths = c(1, 1, 1, 1, 1, 1, 1, 7), total_cards = 17)",,
cnes1988,,Canada,,,,1988,,,wt1,icpsr,cnes,ICPSR_09386,,,,"list(file = file_path, var_names = c(""L5"", ""var335"", ""var336"", ""wt1""), var_cards = c(5, 7, 7, 15), var_positions = c(45, 51, 52, 14), var_widths = c(1, 1, 1, 5), total_cards = 15)",,
cnes1993,,Canada,,,,1993,,,,icpsr,cnes,ICPSR_06571,,,,,,
cnes1997,,Canada,,,,1997,,,cpsnwgt1,icpsr,cnes,ICPSR_02593,,,,,,"Blais, Andre, Gidengil, Elisabeth, Nadeau, Richard, and Nevitte, Neil. Canadian Election Survey, 1997. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2000-05-09. https://doi.org/10.3886/ICPSR02593.v3"
