,survey,cy_var,country_var,cc_origin,cc_dict,cc_match,year,year_var,year_dict,wt,archive,surv_program,file_id,subfile,data_link,cb_link,read_ascii_args
445,jgss2010,,Japan,,,,2010,,,weight,gesis,jgss,ZA5352,,,,
446,jgss2012,,Japan,,,,2012,,,weight,gesis,jgss,ZA6427,,,,
447,kgss,,Korea,,,,NA,year,,,misc,kgss,kgss,,http://kgss.skku.edu/wp-content/uploads/2018/10/2003-2016_KGSS_ENG_09302018.sav_.zip,http://kgss.skku.edu/wp-content/uploads/2018/10/2003-2016-KGSS-Cumulative-Code-Book_09302018.pdf,
448,lat198312,,United States,,,,1983,,,weight,roper,lat,USLAT1983-074,,,,"list(file = file_path, var_names = c(""""q107"""", """"weight""""), var_cards = c(2, 3), var_positions = c(74, 2), var_widths = c(1, 5), total_cards = 3)"
449,lat200006,,United States,,,,2000,,,weight,roper,lat,USLAT2000-442,,,,"list(file = file_path, var_names = c(""""q24"""", """"q30"""", """"q31"""", """"q33"""", """"q34"""", """"q54"""", """"q57"""", """"weight""""), var_cards = c(1, 1, 1, 1, 1, 2, 2, 3), var_positions = c(58, 64, 65, 67, 68, 15, 18, 8), var_widths = c(1, 1, 1, 1, 1, 1, 1, 5), total_cards = 3)"
450,lat200301,,United States,,,,2003,,,wtvar,roper,lat,USLAT2003-481,,,,
451,lat200311,,United States,,,,2003,,,wtvar,roper,lat,USLAT2003-491,,,,
452,lat200501,,United States,,,,2005,,,wtvar,roper,lat,USLAT2005-514,,,,
453,lat200605,,United States,,,,2006,,,wtvar,roper,lat,USLAT2006-526,,,,
454,lat200710,,United States,,,,2007,,,wtvar,roper,lat,USLAT2007-547,,,,
455,lat200712,,United States,,,,2007,,,wtvar,roper,lat,USLAT2007-548,,,,
456,lb1995,,pais,,,,1995,,,wt,misc,lb,lb1995,,,,
457,lb1996,,pais,,,,1996,,,wt,misc,lb,lb1996,,,,
458,lb1997,,idenpa,,,,1997,,,wt,misc,lb,lb1997,,,,
459,lb1998,,idenpa,,,,1998,,,pondera,misc,lb,lb1998,,,,
460,lb2000,,idenpa,,,,2000,,,wt,misc,lb,lb2000,,,,
461,lb2001,,idenpa,,,,2001,,,wt,misc,lb,lb2001,,,,
462,lb2002,,idenpa,,,,2002,,,wt,misc,lb,lb2002,,,,
463,lb2003,,idenpa,,,,2003,,,wt,misc,lb,lb2003,,,,
464,lb2004,,idenpa,,,,2004,,,wt,misc,lb,lb2004,,,,
465,lb2005,,idenpa,,,,2005,,,wt,misc,lb,lb2005,,,,
466,lb2006,,idenpa,,,,2006,,,wt,misc,lb,lb2006,,,,
467,lb2007,,idenpa,,,,2007,,,wt,misc,lb,lb2007,,,,
468,lb2008,,idenpa,,,,2008,,,wt,misc,lb,lb2008,,,,
469,lb2009,,idenpa,,,,2009,,,wt,misc,lb,lb2009,,,,
470,lb2010,,idenpa,,,,2010,,,wt,misc,lb,lb2010,,,,
471,lb2011,,idenpa,,,,2011,,,wt,misc,lb,lb2011,,,,
472,lb2013,,idenpa,,,,2013,,,wt,misc,lb,lb2013,,,,
473,lb2015,,idenpa,,,,2015,,,wt,misc,lb,lb2015,,,,
474,lb2016,,idenpa,,,,2016,,,wt,misc,lb,lb2016,,,,
475,lb2017,,idenpa,,,,2017,,,wt,misc,lb,lb2017,,,,
476,lb2018,,idenpa,,,"c(""""[%214%] Rep. Dominicana""""=""""Dominican Republic"""", """"[%76%] Brasil""""=""""Brazil"""")",2018,,,wt,misc,lb,lb2018,,,,
,lits_wave1,,countryname,,,"c(""""fyrom""""=""""North Macedonia"""", """"BiH""""=""""Bosnia & Herzegovina"""",""""FYROM""""=""""North Macedonia"""", """"FYR Macedonia"""" = """"North Macedonia"""",""""czechrep""""=""""Czechia"""")",2006,,,weight_2,lits,lits_wave1,lits_wave1,,,,
,lits_wave2,,countryname,,,"c(""""fyrom""""=""""North Macedonia"""", """"BiH""""=""""Bosnia & Herzegovina"""",""""FYROM""""=""""North Macedonia"""", """"FYR Macedonia"""" = """"North Macedonia"""")",2010,,,xcweight,lits,lits_wave2,lits_wave2,,,,
,lits_wave3,,country,,,"c(""""fyrom""""=""""North Macedonia"""", """"BiH""""=""""Bosnia & Herzegovina"""",""""FYROM""""=""""North Macedonia"""", """"FYR Macedonia"""" = """"North Macedonia"""")",2016,,,weight_sample,lits,lits_wave2,lits_wave2,,,,
477,mosaic2000,,Switzerland,,,,2000,,,weights,misc,mosaic,mosaic2000,,,,
,nbb_comb,,country,,,,,year,,w,dkds,nbb,UKDA-6510-stata8,,,,
478,nbc198507,,United States,,,,1985,,,,roper,nbcwsj,USNBC1985-JUL2,,,,
479,nbcwsj199106,,United States,,,,1991,,,wvar1,roper,nbcwsj,USNBCWSJ1991-JUN,,,,
480,nbcwsj199306,,United States,,,,1993,,,weight,roper,nbcwsj,USNBCWSJ1993-4039,,,,"list(file = file_path, var_names = c(""""q15f"""", """"q20g"""", """"weight""""), var_positions = c(62, 90, 118), var_widths = c(1, 1, 6))"
481,nbcwsj199406,,United States,,,,1994,,,weight,roper,nbcwsj,USNBCWSJ1994-4048,,,,"list(file = file_path, var_names = c(""""q12a8"""", """"weight""""), var_positions = c(92, 153), var_widths = c(1, 6))"
482,nbcwsj199512,,United States,,,,1995,,,weight,roper,nbcwsj,USNBCWSJ1995-4065,,,,"list(file = file_path, var_names = c(""""q13"""", """"weight""""), var_positions = c(73, 315), var_widths = c(1, 6))"
483,nbcwsj199603,,United States,,,,1996,,,weight,roper,nbcwsj,USNBCWSJ1996-4067,,,,"list(file = file_path, var_names = c(""""q17"""", """"weight""""), var_positions = c(113, 290), var_widths = c(1, 6))"
484,nbcwsj199605,,United States,,,,1996,,,weight,roper,nbcwsj,USNBCWSJ1996-4068,,,,"list(file = file_path, var_names = c(""""q20"""", """"weight""""), var_positions = c(110, 290), var_widths = c(1, 6))"
485,nbcwsj199606,,United States,,,,1996,,,weight,roper,nbcwsj,USNBCWSJ1996-4069,,,,"list(file = file_path, var_names = c(""""q19b"""", """"weight""""), var_positions = c(144, 310), var_widths = c(1, 6))"
486,nbcwsj199608,,United States,,,,1996,,,weight,roper,nbcwsj,USNBCWSJ1996-4071,,,,"list(file = file_path, var_names = c(""""q15a"""", """"weight""""), var_positions = c(63, 310), var_widths = c(1, 6))"
487,nbcwsj199609,,United States,,,,1996,,,weight,roper,nbcwsj,USNBCWSJ1996-4073,,,,"list(file = file_path, var_names = c(""""q27"""", """"weight""""), var_positions = c(130, 310), var_widths = c(1, 6))"
488,nbcwsj199801,,United States,,,,1998,,,weight,roper,nbcwsj,USNBCWSJ1998-4086,,,,"list(file = file_path, var_names = c(""""q16d"""", """"weight""""), var_positions = c(72, 190), var_widths = c(1, 6))"
489,nbcwsj199802,,United States,,,,1998,,,weight,roper,nbcwsj,USNBCWSJ1998-4088,,,,"list(file = file_path, var_names = c(""""q16"""", """"weight""""), var_positions = c(151, 300), var_widths = c(1, 6))"
490,nbcwsj199906,,United States,,,,1999,,,weight_1,roper,nbcwsj,USNBCWSJ1999-4098,,,,
491,nbcwsj200001,,United States,,,,2000,,,weight_1,roper,nbcwsj,USNBCWSJ2000-6003,,,,
492,nbcwsj200006,,United States,,,,2000,,,weight_1,roper,nbcwsj,USNBCWSJ2000-6006,,,,
493,nbcwsj200007,,United States,,,,2000,,,weight_1,roper,nbcwsj,USNBCWSJ2000-6007A,,,,
494,nbcwsj200301,,United States,,,,2003,,,weight_1,roper,nbcwsj,USNBCWSJ2003-6030,,,,
495,nbcwsj200311,,United States,,,,2003,,,weights,roper,nbcwsj,USNBCWSJ2003-6038,,,,
496,nbcwsj200809,,United States,,,,2008,,,weight_1,roper,nbcwsj,USNBCWSJ2008-6086,,,,
497,nbcwsj200505,,United States,,,,2005,,,weight_1,roper,nbcwsj,USNBCWSJ2005-6054,,,,
498,nbcwsj200705,,United States,,,,2007,,,weight_1,roper,nbcwsj,USNBCWSJ2007-6072,,,,
499,nbcwsj200910,,United States,,,,2009,,,weight_1,roper,nbcwsj,USNBCWSJ2009-6098,,,,
500,neb_combo,,country,,"tibble::tibble(orig=c(""""Bulgar"""", """"Czech"""", """"ESlovk"""", """"Hungar"""", """"Pol"""", """"Rom"""", """"russia"""", """"Scroat"""", """"Serbia"""", """"Sloven"""", """"Tbelor"""", """"Ukrain"""", """"zEst"""", """"zLat"""", """"zLit""""), dest = c(""""Bulgaria"""", """"Czechia"""", """"Slovakia"""", """"Hungary"""", """"Poland"""", """"Romania"""", """"Russia"""", """"Croatia"""", """"Serbia"""", """"Slovenia"""", """"Belarus"""", """"Ukraine"""", """"Estonia"""", """"Latvia"""", """"Lithuania""""))",,NA,year,,w,ukds,neb,UKDA-5241-stata8,,,,
501,npes_combo,,Netherlands,,,,NA,a1,,,icpsr,npes,ICPSR_28221,,,,
502,nsss_combo,,Australia,,,,NA,year,,,dataverse,nsss,nsss_combo,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/J3CN67,,
503,nsss1989,,Australia,,,,1989,,,,dataverse,nsss,nsss1989,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.4225/87/R7OO0J,,
504,nsss1993,,Australia,,,,1993,,,,dataverse,nsss,nsss1993,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/OHK1J7,,
505,nsss1994,,Australia,,,,1994,,,,dataverse,nsss,nsss1994,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/DDWXI7,,
506,nsss1995,,Australia,,,,1995,,,,dataverse,nsss,nsss1995,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/R70QJY,,
,pa_w1,,v4,,,,,,"tibble(orig=c(""""Britain"""",  """"Germany"""",  """"Netherlands"""",  """"Austria"""", """"United States"""", """"Italy"""",  """"Switzerland"""",  """"Finland""""  ), year=c(""""1973"""",""""1974"""",""""1974"""", """"1974"""",""""1974"""",""""1975"""", """"1976"""",""""1975""""))",,gesis,pa,ZA0765,,,,
,pa_w2,,v1003,,"data_frame(orig=c(""""GERMANY, PAN"""" ,  """"GERMANY, CRS"""", """"NETHERLANDS ,PAN"""", """"NETHERLANDS,CRS"""", """"USA, PAN"""" ,   """"USA, CRS"""" ), dest = c(""""Germany"""", """"Germany"""", """"Netherlands"""", """"Netherlands"""", """"United States"""",""""United States""""))",,,,"tibble(orig=c(""""GERMANY, PAN"""",   """"GERMANY, CRS"""", """"NETHERLANDS, PAN"""", """"NETHERLANDS, CRS"""",   """"USA, PAN"""" ,  """"USA, CRS"""" ), year=c(""""1980"""",""""1980"""",""""1980"""", """"1980"""",""""1981"""",""""1981""""))",,gesis,pa,ZA1188,,,,
507,pew2002,,country,,,,2002,,,weight,pew,global,summer-2002-survey-data,,,,
508,pew2005_6,,country,,,,2005,,,weight,pew,global,may-2005-survey-data,Pew Global Attitudes 2005 6-COUNTRY DATASET,,,
509,pew2005_11,,country,,,,2005,,,weight,pew,global,may-2005-survey-data,Pew Global Attitudes 2005 11-COUNTRY DATASET,,,
510,pew2006,,country,,,,2006,,,weight,pew,global,spring-2006-survey-data,,,,
511,pew2007,,country,,,,2007,,,weight,pew,global,spring-2007-survey-data,,,,
512,pew2008,,country,,,,2008,,,weight,pew,global,spring-2008-survey-data,,,,
513,pew2009,,country,,,,2009,,,weight,pew,global,fall-2009-survey-data,,,,
514,pew2010,,country,,,,2010,,,weight,pew,global,spring-2010-survey-data,,,,
515,pew2011,,country,,,,2011,,,weight,pew,global,spring-2011-survey,,,,
516,pew2012,,country,,,,2012,,,weight,pew,global,spring-2012-survey-data,,,,
517,pew2013,,country,,,,2013,,,weight,pew,global,spring-2013-survey-data,,,,
518,pew2014,,country,,,,2014,,,,pew,global,2014-spring-global-attitudes,,,,
519,pew2014_india,,India,,,,2014,,,weight,pew,global,winter-2014-survey-data,,,,
520,pew2015,,country,,,,2015,,,weight,pew,global,spring-2015-survey-data,,,,
521,pew2016,,country,,,,2016,,,weight,pew,global,spring-2016-survey-data,,,,
522,pew2017,,country,,,,2017,,,weight,pew,global,spring-2017-survey-data,,,,
523,pew2017_us,,United States,,,,2017,,,weight,pew,global,october-2017-u-s-survey-data,,,,
,pew2017_fall,,country,,,,2017,,,weight,pew,global,fall-2017-survey-data,,,,
524,pew2018,,country,,,,2018,,,weight,pew,global,spring-2018-survey-data,,,,
525,pewrel2006_10nat,,country,,,,2006,,,gpwgt,roper,pew,MCPEW2006-10NAT,,,,
526,pewrel2009_afr,,country,,,,2009,,,weight,pew,religion,tolerance-and-tension-islam-and-christianity-in-sub-saharan-africa,,,,
527,pewrel2014_latam,,country,,,,2014,,,weight,pew,religion,religion-in-latin-america,,,,
528,pewrel2014_us,,United States,,,,2014,,,weight,pew,religion,u-s-religious-landscape-survey,,,,
529,pewrel2015_ee,,country,,,,2015,,,final_weight,pew,religion,eastern-european-survey-dataset,,,,
530,pewrel2016_us,,United States,,,,2016,,,weight_w20,pew,religion,american-trends-panel-wave-20,,,,
531,pewrel2017_we,,country,,,,2017,,,weight,pew,religion,western-europe-survey-dataset,,,,
,pewrel2017_us,,United States,,,,2017,,,weight_w30,pew,religion,american-trends-panel-wave-30,,,,
532,pgss,,Poland,,,,NA,pgssyear,,weight,misc,pgss,pgss,,,,
533,pipa200711,,country,,,,2008,,,weight,roper,pipa,MCUMARY2007-11,,,,
534,pocbos199801,,Poland,,,,1998,,,weight,roper,pocbos,POCBOS1998-9804,,,,"list(file = file_path, var_names = c(""""p35"""", """"weight""""), var_positions = c(122, 235), var_widths = c(1, 9))"
535,politbarometer_2015,,Germany,,,,2015,,,v322,gesis,politbarometer,ZA6700,,,,
536,politbarometer_east1991,,Germany,,,,1991,,,wt <- t_data$v277 * .279,gesis,politbarometer,ZA2114,,,,
537,politbarometer_east1992,,Germany,,,,1992,,,wt <- t_data$v332 * .279,gesis,politbarometer,ZA2287,,,,
538,politbarometer_east1993,,Germany,,,,1993,,,wt <- t_data$v321 * .279,gesis,politbarometer,ZA2390,,,,
539,politbarometer_east1995,,Germany,,,,1995,,,wt <- t_data$v250 * .279,gesis,politbarometer,ZA2777,,,,
540,politbarometer_east2000,,Germany,,,,2000,,,v291,gesis,politbarometer,ZA3426,,,,
541,politbarometer_east2001,,Germany,,,,2001,,,v254,gesis,politbarometer,ZA3555,,,,
542,politbarometer_west_combo,,Germany,,,,NA,v4,,v78,gesis,politbarometer,ZA2391,,,,
543,politbarometer_west2000,,Germany,,,,2000,,,v285,gesis,politbarometer,ZA3425,,,,
544,politbarometer_west2001,,Germany,,,,2001,,,v253,gesis,politbarometer,ZA3554,,,,
545,prri201003_imm,,United States,,,,2010,,,weight,roper,prri,USPRRI2010-IMM,National_Sample,,,
546,prri2011_avs,,United States,,,,2011,,,weight,roper,prri,USPRRI2011-AVS,,,,
547,prri2011_pici,,United States,,,,2011,,,weight,roper,prri,USPRRI2011-PICI,,,,
548,prri2011_mra,,United States,,,,2011,,,weight,roper,prri,USPRRI2011-MRA,,,,
549,prri201111,,United States,,,,2011,,,weight,roper,prri,USPRRI2011-11,,,,
550,prri2011_mrgl,,United States,,,,2011,,,weight,roper,prri,USPRRI2011-MRGL,,,,
551,prri2012_3rns,,United States,,,,2012,,,weight,roper,prri,USPRRI2012-03,,,,
552,prri2012_6rns,,United States,,,,2012,,,weight,roper,prri,USPRRI2012-06,,,,
553,prri2012_avs,,United States,,,,2012,,,weight,roper,prri,USPRRI2012-AVS,,,,
554,prri2012_rcc,,United States,,,,2012,,,weight,roper,prri,USPRRI2012-RCC,,,,
555,prri2013_3rap,,United States,,,,2013,,,weight,roper,prri,USPRRI2013-03,,,,
556,prri2013_rvi,,United States,,,,2013,,,weight,roper,prri,USPRRI2013-RVIR,,,,
557,prri2013_5rap,,United States,,,,2013,,,weight,roper,prri,USPRRI2013-05,,,,
558,prri2015_rap,,United States,,,,2015,,,weight,roper,prri,USPRRI2015-06,,,,
559,prriatlantic2016_wwc,,United States,,,,2016,,,weight,roper,prri,31114325,,,,
560,psra199402,,United States,,,,1994,,,weight,roper,psra,USPSRA1994-NW0294,,,,"list(file = file_path, var_names = c(""""q10c"""", """"q10d"""", """"weight""""), var_cards = c(1, 1, 2), var_positions = c(41, 43, 1), var_widths = c(1, 1, 5), total_cards = 2)"
561,psra199506,,United States,,,,1995,,,weight,roper,psra,USPSRA1995-NW0695C,,,,"list(file = file_path, var_names = c(""""q10"""", """"weight""""), var_positions = c(54, 81), var_widths = c(1, 5))"
562,psra199605,,United States,,,,1996,,,weight,roper,psra,USPSRA1996-NW96005C,,,,"list(file = file_path, var_names = c(""""q7c"""", """"q7d"""", """"weight""""), var_positions = c(13, 14, 35), var_widths = c(1, 1, 4))"
563,psra199610,,United States,,,,1996,,,weight,roper,psra,USPSRA1996-NW96010C,,,,"list(file = file_path, var_names = c(""""q18"""", """"weight""""), var_positions = c(34, 60), var_widths = c(1, 4))"
564,psra199706,,United States,,,,1997,,,weight,roper,psra,USPSRA1997-NW97009,,,,"list(file = file_path, var_names = c(""""q4c"""", """"q4d"""", """"weight""""), var_positions = c(63, 64, 89), var_widths = c(1, 1, 4))"
565,psra199808,,United States,,,,1998,,,weight,roper,psra,USPSRA1998-NW9813,,,,
566,psra200003,,United States,,,,2000,,,weight,roper,psra,USPSRA2000-NW10,,,,
567,psra2002,,United States,,,,2002,,,weight,roper,psra,USPSRA2002-NW03,,,,
568,psra2004,,United States,,,,2004,,,weight,roper,psra,USPSRA2004-NW04,,,,
569,psra2008,,United States,,,,2008,,,weight,roper,psra,USPSRA2008-NW11,,,,
570,ptvs2008,,Portugal,,,,2008,,,ponderador,misc,ptvs,ptvs2008,,http://er.cies.iscte-iul.pt/sites/default/dfiles/ElectorsSurvey_PT_2008_db_0.sav,http://er.cies.iscte-iul.pt/sites/default/dfiles/ElectorsSurvey_PT_2008_quest_EN.pdf,
571,ptvs2012,,Portugal,,,,2012,,,pond,misc,ptvs,ptvs2012,,http://er.cies.iscte-iul.pt/sites/default/dfiles/ElectorsSurvey_PT_2012_db_0.sav,http://er.cies.iscte-iul.pt/sites/default/dfiles/ElectorsSurvey_PT_2012_quest_EN.pdf,
572,rdet1969a,,var1,,"tibble(orig = sprintf(""""%02d"""", c(1:8, 11:18)), dest = c(""""France"""", """"Belgium"""", """"Netherlands"""", """"Luxembourg"""", """"Italy"""", """"Germany"""", """"Switzerland"""", """"Austria"""", """"United Kingdom"""", """"Ireland"""", """"Denmark"""", """"Finland"""", """"Sweden"""", """"Norway"""", """"Spain"""", """"Portugal""""))",,1969,,,,ukds,rd,UKDA-987-stata8,d987a,,,
573,rdet1969b,,var1,,"tibble(orig = sprintf(""""%02d"""", c(1:8, 11:18)), dest = c(""""France"""", """"Belgium"""", """"Netherlands"""", """"Luxembourg"""", """"Italy"""", """"Germany"""", """"Switzerland"""", """"Austria"""", """"United Kingdom"""", """"Ireland"""", """"Denmark"""", """"Finland"""", """"Sweden"""", """"Norway"""", """"Spain"""", """"Portugal""""))",,1969,,,,ukds,rd,UKDA-987-stata8,d987b,,,
574,rded1990,,nation,,,,1990,,,wpop,gesis,rd,ZA2322,,,,
575,ress2014,,Russia,,,,2014,,,dweight,misc,ess,ress2014,,http://www.europeansocialsurvey.org/docs/related_studies/CESSI_ESS7/ESS7RU_main_data.zip,http://www.europeansocialsurvey.org/docs/related_studies/CESSI_ESS7/ESS7RU_questionnaire.pdf,
576,sasas2014,,South Africa,,,,2014,,,weightza,misc,ess,sasas2014,,http://www.europeansocialsurvey.org/docs/related_studies/SASAS_2014/SASAS14_e01.stata.zip,http://www.europeansocialsurvey.org/docs/related_studies/SASAS_2014/sasas2014_questionnaire_q2.pdf,
577,sasianb1,,v1,,,,2005,,,,misc,asianb,sasianb1,,,,
578,sasianb2,,ccode,,,,2013,,,,misc,asianb,sasianb2,,,,
579,som_combo,,Sweden,,,,NA,year,,,misc,som,som_combo,,,,
,tat2011,,country,,,,,p1a,,sd_weight1_bc,icpsr,tat,ICPSR_34423,,,,
580,tcmeg2004,,mcountry,,,,NA,myear,,,icpsr,tcmeg,ICPSR_32302,,,,
581,tt2002,,country,,,"c(""""GB""""=""""United Kingdom"""", """"NL""""=""""Netherlands"""")",2002,,,,icpsr,tt,ICPSR_03730,,,,
582,tt2003,,country,,"data_frame(orig=c(1:8), dest = c(""""France"""", """"Germany"""", """"Italy"""", """"Netherlands"""", """"Poland"""", """"Portugal"""", """"United Kingdom"""", """"United States""""))",,2003,,,weight,icpsr,tt,ICPSR_03972,,,,"list(file = file_path, var_names = c(""""country"""", """"var024"""", """"weight""""), var_positions = c(1, 64, 447), var_widths = c(1, 1, 7))"
583,tt2004,,var001,,,"c(""""DEUTSCHLAND""""= """"Germany"""", """"ESPANA""""=""""Spain"""", """"ITALIA""""=""""Italy"""", """"NEDERLANDS""""=""""Netherlands"""")",2004,,,var135,icpsr,tt,ICPSR_04243,,,,
584,tt2005,,var001,,"data_frame(orig=c(3, 5, 6, 8, 10, 12, 15, 39, 41, 43, 55), dest = c(""""Germany"""", """"Spain"""", """"France"""", """"Italy"""", """"Netherlands"""", """"Portugal"""", """"United Kingdom"""", """"Poland"""", """"Slovakia"""", """"Turkey"""", """"United States""""))",,2005,,,var159,icpsr,tt,ICPSR_04605,,,,
585,tt2006,,var001,,,,2006,,,var102,icpsr,tt,ICPSR_20302,,,,
586,tt2007,,country,,,,2007,,,weights,icpsr,tt,ICPSR_28187,,,,
587,tt2008,,country,,,,2008,,,wt_all,icpsr,tt,ICPSR_26501,,,,
588,tt2009,,country,,,,2009,,,weight_3,icpsr,tt,ICPSR_28462,,,,
589,tt2010,,country,,,,2010,,,weight_2_ac,icpsr,tt,ICPSR_33021,,,,
590,tt2011,,country,,,,2011,,,weight_3_ac,icpsr,tt,ICPSR_34422,,,,
591,tt2012,,country,,,,2012,,,weight_3_ac,icpsr,tt,ICPSR_34715,,,,
592,tt2013,,country,,,,2013,,,weight_4_ac,icpsr,tt,ICPSR_34973,,,,
593,tt2014,,country,,,,2014,,,weight_3_ac,icpsr,tt,ICPSR_36138,,,,
594,tt_im2008,,country,,,,2008,,,weight2_all,icpsr,tt,ICPSR_26502,,,,
595,tt_im2009,,p3,,,,2009,,,w_sd_2,icpsr,tt,ICPSR_31801,,,,
596,tt_im2010,,country,,,,2010,,,sd_weight2_ac,icpsr,tt,ICPSR_33022,,,,
597,tt_im2011,,country,,,,2011,,,sd_weight2_ac,icpsr,tt,ICPSR_34423,,,,
598,usgss,,United States,,,,NA,year,,wtssnr,icpsr,gss,ICPSR_36797,,,,
599,usap198009,,United States,,,,1980,,,,roper,usap,USNBCAP1980-SEPT,,,,
600,usap198010,,United States,,,,1980,,,,roper,usap,USNBCAP1980-OCT,,,,
601,usap198901,,United States,,,,1989,,,weight,roper,usap,USMGAP1989-025,,,,
602,usap198907,,United States,,,,1989,,,weight,roper,usap,USMGAP1989-027,,,,
603,usap199205,,United States,,,,1992,,,pweight,roper,usap,USAPICR1992-922H,,,,
604,usap199502,,United States,,,,1995,,,pweight,roper,usap,USAPICR1995-906K,,,,
605,usicr200302,,United States,,,,2003,,,weight,roper,usicr,USICR2003-NPR012,,,,
606,usicr200405,,United States,,,,2004,,,weight,roper,usicr,USICR2004-7386,,,,
607,usnwr198509,,United States,,,,1985,,,weight,roper,usnwr,USRSPUSN1985-640-019,,,,
608,usnwr198706,,United States,,,,1987,,,weight,roper,usnwr,USRSPUSN1987-744-136,,,,
609,uspew1993_nii,,United States,,,,1993,,,weight,roper,pew,USTM1993-NII0893,,,,"list(file = file_path, var_names = c(""""q17"""", """"weight""""), var_positions = c(69, 206), var_widths = c(1, 3))"
610,uspew1996_media,,United States,,,,1996,,,weight,roper,pew,USPEW1996-96004,,,,"list(file = file_path, var_names = c(""""q8e"""", """"weight""""), var_positions = c(47, 306), var_widths = c(1, 7))"
611,uspew1996_05pol,,United States,,,,1996,,,weight,roper,pew,USPEW1996-96005,,,,"list(file = file_path, var_names = c(""""q13d"""", """"q14"""", """"q15e"""", """"weight""""), var_positions = c(46, 58, 71, 244), var_widths = c(1, 1, 1, 7))"
612,uspew1997_resp,,United States,,,,1997,,,weight,roper,pew,USPEW1997-RESP,,,,
613,uspew1999_nii,,United States,,,,1999,,,weight,pew,politics,20018547,,,,
614,uspew1999_typo,,United States,,,,1999,,,weight,roper,pew,USPEW1999-TYPO,,,,
615,uspew2000_typo,,United States,,,,2000,,,weight,pew,politics,20018554,,,,
616,uspew2003_06nii,,United States,,,,2003,,,weight,pew,politics,20018418,,,,
617,uspew2003_10nii,,United States,,,,2003,,,weight,pew,politics,20018504,,,,
618,uspew2003_rel,,United States,,,,2003,,,weight,pew,politics,20018533,,,,
619,uspew2004_ial,,United States,,,,2004,,,weight,roper,pew,USPEW2004-IALSEL,,,,
620,uspew2004_3nii,,United States,,,,2004,,,weight,pew,politics,20018453,,,,
621,uspew2004_8nii,,United States,,,,2004,,,weight,pew,politics,20018303,,,,
622,uspew2004_typo,,United States,,,,2004,,,weight,roper,pew,USPEW2004-TYPO,,,,
623,uspew2005_news,,United States,,,,2005,,,weight,pew,politics,20018406,,,,
624,uspew2005_rel,,United States,,,,2005,,,weight,pew,politics,20018535,,,,
625,uspew2006_02nii,,United States,,,,2006,,,weight,roper,pew,USPEW2006-02NII,,,,
626,uspew2006_02imm,,United States,,,,2006,,,weight,roper,pew,USPEW2006-IMM,,,,
627,uspew2006_elec,,United States,,,,2006,,,weight,pew,politics,20018343,,,,
628,uspew2006_nii,,United States,,,,2006,,,weight1,pew,politics,20018455,,,,
629,uspew2006_09next,,United States,,,,2006,,,weight,roper,pew,USPEW2006-NEXT,,,,
630,uspew2006_rel,,United States,,,,2006,,,weight,pew,politics,20018534,,,,
631,uspew2007_prim,,United States,,,,2007,,,weight,pew,politics,20018499,,,,
632,uspew2007_rel,,United States,,,,2007,,,weight,pew,politics,20018306,,,,
633,uspew2007_rls,,United States,,,,2007,,,weight,pew,religion,u-s-religious-landscape-survey,,,,
634,uspew2007_05st,,United States,,,,2007,,,weight,roper,pew,USPEW2007-SDT05,,,,
635,uspew2007_10pol,,United States,,,,2007,,,weight,roper,pew,USPEW2007-10POL,,,,
636,uspew2008_vote,,United States,,,,2008,,,weight,roper,pew,USPEW2008-06VOTE,,,,
637,uspew2008_pol,,United States,,,,2008,,,weight,roper,pew,USPEW2008-05POL,,,,
638,uspew2008_rel,,United States,,,,2008,,,weight,pew,politics,20018308,,,,
639,uspew2008_10mid,,United States,,,,2008,,,weight,roper,pew,USPEW2008-10MID,,,,
640,uspew2009_val,,United States,,,,2009,,,weight,roper,pew,USPEW2009-VALUES,,,,
641,uspew2009_rel,,United States,,,,2009,,,weight,pew,politics,20018310,,,,
642,uspew2009_10sdt,,United States,,,,2009,,,weight,roper,pew,USPEW2009-10SDT,,,,
643,uspew2010_st,,United States,,,,2010,,,weight,roper,pew,USPEW2010-01SDT,,,,
644,uspew2010_rel,,United States,,,,2010,,,weight,pew,politics,20018383,,,,
645,uspew2010_06pol,,United States,,,,2010,,,weight,roper,pew,USPEW2010-06POL,,,,
646,uspew2011_typo,,United States,,,,2011,,,weight,pew,politics,20034641,,,,
647,uspew2011_09gen,,United States,,,,2011,,,weight,roper,pew,USPEW2011-09GEN,,,,
648,uspew2011_11pol,,United States,,,,2011,,,weight,roper,pew,USPEW2011-11POL,,,,
649,uspew2012_1pol,,United States,,,,2012,,,weight,pew,politics,20038480,,,,
650,uspew2012_02pol,,United States,,,,2012,,,weight,roper,pew,USPEW2012-02POL,,,,
651,uspew2012_comm,,United States,,,,2012,,,weight,pew,politics,20038461,,,,
652,uspew2012_05val,,United States,,,,2012,,,weight,roper,pew,USPEW2012-VALUES,,,,
653,uspew2012_07ial,,United States,,,,2012,,,weight,roper,pew,USPEW2012-IAL07,,,,
